,GeoFIPS,GeoName,county_name,state_alpha,GDP_PI_2001,GDP_PI_2002,GDP_PI_2003,GDP_PI_2004,GDP_PI_2005,GDP_PI_2006,GDP_PI_2007,GDP_PI_2008,GDP_PI_2009,GDP_PI_2010,GDP_PI_2011,GDP_PI_2012,GDP_PI_2013,GDP_PI_2014,GDP_PI_2015,GDP_PI_2016,GDP_PI_2017,GDP_PI_2018,GDP_PI_2019,GDP_PI_2020,GDP_PI_2021,GDP_PI_2022,GDP_PI_2023,GDP_PI_2024
751,18083,"Knox, IN",Knox,IN,810007,809690,836386,878034,867668,932201,1033014,1116211,1047361,1173481,1209480,1197094,1413762,1459813,1450341,1514328,1589822,1562785,1542325,1588910,1791106,2033916,2162105,2096176
752,18085,"Kosciusko, IN",Kosciusko,IN,3261797,3577711,3786607,4149978,4570202,4167038,4170680,4046098,4339001,4914707,4861143,4359435,4191200,4717746,4911841,4513550,4888103,5259041,5545569,5936085,6444753,6734320,7329242,7566741
753,18087,"Lagrange, IN",Lagrange,IN,736326,805799,902489,934108,989602,1022163,1048435,887687,702295,911403,949296,1052171,1173571,1339544,1487271,1556303,1795002,1924984,1818282,1630253,1922380,2269895,2209848,2363715
754,18089,"Lake, IN",Lake,IN,12762282,12659785,13440970,14434288,15306861,15700867,18582399,18507740,16193070,17419913,19125441,21255484,20360594,22449231,21291562,21011124,21806004,23432028,21870783,20009372,23749486,26253259,28058679,28993667
755,18091,"LaPorte, IN",LaPorte,IN,2616749,2656026,2718009,2918618,2992197,3062157,3255832,3338607,3049461,3262347,3368601,3449260,3567202,3667993,3541051,3569414,3614920,3872238,3787478,3660332,4226262,4652318,5145186,5188741
756,18093,"Lawrence, IN",Lawrence,IN,827269,895982,900229,958446,981773,994869,997855,1003142,817889,1013716,944603,914893,1041054,1103009,1129947,1150836,1142162,1252978,1273584,1192541,1504920,1573827,1610041,1631103
757,18095,"Madison, IN",Madison,IN,2666168,2796230,2868881,2755517,2724236,2766357,2739379,2658178,2604278,2741064,2813600,2904209,2951010,3099971,3208893,3267646,3295327,3426963,3548579,3539630,4029622,4319062,4649143,4931743
758,18097,"Marion, IN",Marion,IN,48486183,49554056,51517590,55732123,57109569,59551591,64566819,69731577,71261792,73786286,75281144,75477244,78353988,80157160,77064264,79926063,82276623,86569967,89728118,90010337,100160271,110868695,118662863,124996970
759,18099,"Marshall, IN",Marshall,IN,1026717,1063722,1093240,1161885,1204987,1264798,1353892,1316151,1164366,1279053,1331156,1388245,1494648,1532496,1445510,1501458,1538721,1571836,1579394,1560043,1723865,1940605,2103404,2186268
760,18101,"Martin, IN",Martin,IN,174054,164411,283468,238858,283122,301336,210981,239844,244158,270858,289169,270658,276924,286039,314833,276313,295779,312339,328373,340034,386258,465912,453875,510463
761,18103,"Miami, IN",Miami,IN,507535,538604,559787,596964,617212,646561,641388,653629,562319,573577,604673,648452,686824,699072,700177,729164,783756,790061,782972,749742,851926,918157,979435,1030958
762,18105,"Monroe, IN",Monroe,IN,2726178,2848111,2973624,3174188,3405435,3492593,3629060,3691536,3778177,3850252,3872665,4022644,4277479,4519906,4492921,4688810,5060855,5330407,5331970,5195231,5657049,6248795,6689982,7016845
763,18107,"Montgomery, IN",Montgomery,IN,1032365,1110444,1111653,1172741,1136737,1202234,1361737,1414584,1291791,1389694,1332676,1294351,1422036,1407406,1497325,1479960,1475205,1573259,1539272,1492257,1791963,2006031,2081406,2042295
764,18109,"Morgan, IN",Morgan,IN,875268,926263,990054,1066283,1144289,1188809,1221488,1203015,1154853,1207502,1205892,1162514,1261933,1262415,1281218,1402123,1455344,1573208,1751808,1808105,1778906,2112408,2316029,2819795
765,18111,"Newton, IN",Newton,IN,211644,240457,241708,280904,263867,276055,323225,333726,246222,262090,292968,289318,357475,352695,325587,281465,273055,294473,298048,327983,401882,453534,436369,447984
766,18113,"Noble, IN",Noble,IN,1115648,1207826,1303968,1324821,1336737,1323880,1398730,1297486,1110865,1344586,1437203,1477823,1641487,1745180,1782327,1792172,1743245,1844563,1880520,1808058,2020761,2213530,2350917,2391339
767,18115,"Ohio, IN",Ohio,IN,213668,224240,211347,210324,206743,181650,193154,210238,232237,238559,154689,123983,89963,94691,105214,100934,114642,111453,101773,109247,121341,114903,103710,105375
768,18117,"Orange, IN",Orange,IN,304555,310500,322632,338300,352915,414628,456600,476024,428743,442306,466928,505131,517138,521110,574096,578591,636859,694210,618169,573058,669815,817872,843259,919446
769,18119,"Owen, IN",Owen,IN,263248,287818,306857,336300,392239,389904,411905,380476,381088,418986,434074,406662,383773,395763,400764,424820,449907,473682,493115,509977,577858,629771,679024,698030
770,18121,"Parke, IN",Parke,IN,162333,160996,173987,183498,177535,180870,206751,212645,201903,217044,218548,204087,254866,232259,240967,246229,266693,271877,291519,329647,396996,428556,463491,446302
771,18123,"Perry, IN",Perry,IN,292138,334709,342618,385941,376976,372527,445029,512686,395332,584378,570608,523013,566206,628713,696084,699148,646111,675261,659297,582313,762017,830916,861848,869446
772,18125,"Pike, IN",Pike,IN,534234,511748,523940,551225,548746,614944,627783,675565,757261,830545,755414,787870,894454,899360,728905,731535,781235,659835,717832,640807,783253,873228,699487,640595
773,18127,"Porter, IN",Porter,IN,3368292,3605926,3751904,4310808,4315934,4368193,5357473,5461877,4427401,5053704,5179191,5627362,6026067,6049080,6142866,6461765,6735392,7540250,7585125,6574223,7781771,8694144,9054484,9219472
774,18129,"Posey, IN",Posey,IN,1154159,1113828,1407737,2012847,1941936,1315138,1682076,2069143,1976729,1941730,2251407,1928347,1352397,1117130,1221244,1452693,2180988,3057473,3373918,2629132,5052093,6148957,6008781,5836639
775,18131,"Pulaski, IN",Pulaski,IN,252775,260648,259354,330917,329290,332562,366381,370884,283637,374539,407081,444245,487824,479080,463309,494840,507197,530786,561970,587838,682824,779442,864128,902419
776,18133,"Putnam, IN",Putnam,IN,557052,582470,615195,646836,649391,666151,694075,696911,683119,717644,721087,757058,856610,814357,866459,935023,979982,995537,998563,973940,1048877,1111210,1209850,1235931
777,18135,"Randolph, IN",Randolph,IN,461550,469425,527074,533855,496691,486659,542031,559409,550797,615890,688488,668022,736620,746441,710944,665281,688076,704995,732815,705678,920752,1087557,1147364,1151880
778,18137,"Ripley, IN",Ripley,IN,906158,1002213,982991,999486,1001405,990586,980795,1010272,1024836,1106002,1120538,1016353,987826,1014556,1027975,1033315,1073627,1068709,1091095,1144629,1241974,1240990,1253366,1288305
779,18139,"Rush, IN",Rush,IN,332494,313968,350735,390330,379921,386128,397351,418595,390218,406315,411791,415215,464775,439093,377161,441819,492769,553178,550027,503028,625127,667067,695591,664057
780,18141,"St. Joseph, IN",St. Joseph,IN,7844933,8171729,8752586,9190452,9472866,9848189,10340857,10147180,9326553,9885462,10130695,10629833,11086890,11765289,12189677,12321719,12625522,13475421,14125651,13544706,14901079,16225001,17517268,18238399
781,18143,"Scott, IN",Scott,IN,393198,430509,431966,467233,473527,471719,473183,472288,456214,472138,462552,458549,489803,516963,547224,587689,624004,650945,649500,646068,701736,733930,805362,845753
782,18145,"Shelby, IN",Shelby,IN,1036658,1098450,1166038,1231194,1228285,1240697,1299635,1339902,1256003,1365064,1387847,1458370,1677356,1627112,1643060,1701778,1726396,1855828,1887518,1774281,1989118,2249204,2561981,2542664
783,18147,"Spencer, IN",Spencer,IN,829160,801111,850641,869823,894165,1028467,922727,1077678,1124644,1158602,1154158,1320642,1295907,1337088,1170940,1175567,1184901,1181154,1089135,860464,1087298,1171330,1084949,1220186
784,18149,"Starke, IN",Starke,IN,238634,256019,262469,281468,280489,306190,325760,332143,320201,353891,327719,347983,378279,376421,374006,393974,398854,456589,482548,496381,559097,558477,594574,616426
785,18151,"Steuben, IN",Steuben,IN,846762,914216,921490,936858,943520,936602,999647,968462,900365,986338,1023427,1094925,1181200,1231242,1232276,1254594,1304266,1383266,1430357,1374456,1558395,1725202,1815717,1836264
786,18153,"Sullivan, IN",Sullivan,IN,410251,390895,437824,441660,445724,458896,485730,524256,612303,756115,925892,943965,1014093,952835,812728,847770,791699,790348,817091,720264,954800,1081901,1104145,983546
787,18155,"Switzerland, IN",Switzerland,IN,161749,159817,162909,169377,162601,170194,179478,191684,189621,185159,184860,199717,200961,194359,199889,191460,202865,224787,227575,203298,249027,265602,301853,294341
788,18157,"Tippecanoe, IN",Tippecanoe,IN,3937283,4092801,4355052,4565547,4794570,4878448,5434048,5284977,4835434,5298971,5469190,5749846,6059087,6414719,6829839,7205876,7710655,8386073,8580041,8019159,8567502,9554200,10482642,10981450
789,18159,"Tipton, IN",Tipton,IN,267489,307600,294797,317577,291905,287429,317253,307649,281538,313051,342962,382225,445288,442214,427374,447144,447475,560659,552611,584752,660070,716604,696241,674767
790,18161,"Union, IN",Union,IN,83640,86067,93209,100492,97489,102343,98584,108884,109526,113555,108466,100257,122279,110509,105279,107871,115857,123192,119854,126925,144934,162225,173098,188824
791,18163,"Vanderburgh, IN",Vanderburgh,IN,6593096,6986982,7207210,7674732,8019471,8241828,8125080,8583549,8470956,8669511,8976836,9225366,9201800,9442124,9708364,9850714,10457850,10595103,11066716,10650483,11798478,12937740,13973530,14609943
792,18165,"Vermillion, IN",Vermillion,IN,501346,511002,550730,617665,603135,613440,679158,691552,714813,757914,739848,688091,819124,782494,742738,811063,859841,853455,794601,857975,1000151,1088395,1132189,1080825
793,18167,"Vigo, IN",Vigo,IN,2760494,2941817,3104020,3216973,3335984,3501480,3652697,3733632,3596193,3647713,3615743,3749200,4296273,4419351,4127910,3904456,3866530,3979445,4074296,4110152,4640793,5096603,5478173,5783073
794,18169,"Wabash, IN",Wabash,IN,694390,719128,798356,822656,811019,831131,880418,830505,731049,818003,862772,967058,1018995,1049553,1088434,1047000,1053991,1091143,1112850,1094068,1302903,1468205,1565847,1596322
795,18171,"Warren, IN",Warren,IN,105046,120847,118134,140945,134872,151963,178184,187702,173771,181322,209614,214551,258019,238937,183230,208666,194894,205151,199169,210372,324503,363722,356445,336512
796,18173,"Warrick, IN",Warrick,IN,992784,1181814,1185294,1340303,1316650,1339828,1542706,1625716,1514388,1906115,1908947,1878490,1987526,1994681,2008365,1996033,2086133,2243383,2252350,2277405,2716967,2817656,2985874,2978735
797,18175,"Washington, IN",Washington,IN,358856,347610,370848,377253,381418,388377,388596,349733,308812,362241,402899,449314,507102,526170,570533,524079,567500,597245,569109,566472,679563,815606,831470,906020
798,18177,"Wayne, IN",Wayne,IN,1884370,1989821,1986806,2040924,2049243,2039373,2070300,2095308,1943769,2057949,2100056,2185811,2241573,2305812,2287099,2364814,2457791,2567732,2619401,2562772,2835983,3123236,3339041,3435975
799,18179,"Wells, IN",Wells,IN,611755,640164,711103,731586,747981,727008,766733,784115,757800,825524,879208,923487,1004415,1082607,1043524,995782,995850,1081800,1044520,1025096,1243905,1374745,1439599,1465538
800,18181,"White, IN",White,IN,491774,506248,503976,563744,571396,564345,633101,655534,556386,680705,762864,753784,845982,866411,867110,896423,859334,914132,912690,995715,1179026,1364487,1416736,1404415
801,18183,"Whitley, IN",Whitley,IN,595969,637578,698402,756685,782049,807693,939378,891193,786928,899182,898394,992999,1034451,1079322,1109413,1198015,1296927,1502617,1509609,1424742,1894653,2101657,2142408,2089424
802,19001,"Adair, IA",Adair,IA,171213,185977,191549,241735,207226,216101,213613,249032,225442,221629,266246,263579,296192,289667,308386,303813,317680,335648,354459,437496,540364,621208,591282,621568
803,19003,"Adams, IA",Adams,IA,93786,111235,96579,121032,100541,92625,89439,126574,140718,170604,214301,147093,179872,209837,217991,224087,219234,209063,210426,188551,245484,263950,253940,247731
804,19005,"Allamakee, IA",Allamakee,IA,332190,333615,363636,404737,403993,411955,429738,436856,416542,448951,483104,466366,514531,551892,554445,583208,551782,535784,531758,551894,576285,655674,627010,685795
805,19007,"Appanoose, IA",Appanoose,IA,209194,224083,243823,269234,270385,269715,255005,293927,303177,294699,321394,310818,327214,327329,357284,354140,359806,364302,368019,379158,445838,445943,451900,458812
806,19009,"Audubon, IA",Audubon,IA,110410,119707,117652,165541,150866,162526,169540,258505,216544,212812,230708,200171,224770,214496,192474,197885,232998,240044,273790,260948,344361,429204,416523,438434
807,19011,"Benton, IA",Benton,IA,354036,383803,380265,428600,403849,418113,474267,504627,489667,524903,589574,593914,635025,634338,653547,654530,695496,742863,772144,774300,944695,1001600,987639,995040
808,19013,"Black Hawk, IA",Black Hawk,IA,3724400,3990157,3977912,4593825,4875552,5039373,5305057,5368857,5558383,5946161,5908471,7766811,6802094,7994001,7599203,6791820,6902772,7174812,7305836,7359089,8022840,8487793,9009097,9056643
809,19015,"Boone, IA",Boone,IA,486388,530492,571401,619526,625130,629909,676112,691099,743022,747378,793197,776300,830564,818958,789432,790288,749445,819890,865516,885943,1016196,1101611,1142572,1065608
810,19017,"Bremer, IA",Bremer,IA,530643,554728,572380,702417,758234,737475,813338,726178,688954,702610,777082,872250,863245,940307,981838,978986,964989,991782,1008922,1002194,1170502,1324714,1348029,1399169
811,19019,"Buchanan, IA",Buchanan,IA,327166,339728,342132,399605,422025,437535,475431,465055,488636,489756,601464,592178,637789,632990,588021,646940,683926,678495,675077,666035,811165,940339,929551,939299
812,19021,"Buena Vista, IA",Buena Vista,IA,554327,572982,601681,686496,684312,701225,791679,920270,963992,1010364,1048005,1109751,1298792,1515382,1727708,1238461,1112801,1179568,1070551,1161844,1333425,1590230,1627379,1766025
813,19023,"Butler, IA",Butler,IA,213549,226819,217687,302621,294550,298116,343768,335109,330845,389704,454300,445935,448919,418226,381100,341106,371680,370286,380177,373960,560180,662317,695792,643215
814,19025,"Calhoun, IA",Calhoun,IA,158510,172850,183751,239471,242846,240154,289119,320344,255921,300555,359898,361699,388596,387597,316000,355402,353192,369172,360047,343713,465039,556853,505575,503054
815,19027,"Carroll, IA",Carroll,IA,600465,607785,656741,792519,821555,862427,912057,930333,900639,1014154,1072564,1097339,1163794,1215849,1215296,1292097,1338363,1323360,1254173,1269845,1462951,1676361,1650844,1727429
816,19029,"Cass, IA",Cass,IA,262545,280042,286149,348234,340220,359676,359177,408492,386131,382482,441921,486529,516152,526032,553428,541512,571267,599889,582537,563063,695198,769286,817090,851738
817,19031,"Cedar, IA",Cedar,IA,294143,310771,325483,347932,330878,353031,378629,399264,388130,421309,504745,513465,545492,545714,520153,508638,514488,549721,545026,515304,699415,781608,729586,715587
818,19033,"Cerro Gordo, IA",Cerro Gordo,IA,1312124,1362541,1543914,1734784,1888428,1895114,1980647,1889248,1819222,1869668,1912879,2016896,2119442,2235701,2362680,2445772,2302108,2317717,2291954,2359237,2714806,3017848,3335345,3454658
819,19035,"Cherokee, IA",Cherokee,IA,303932,328506,359673,395866,405874,548344,629812,570609,571794,592726,565552,555869,598855,681122,653650,615546,605244,643233,558440,573470,749830,927862,921584,990322
820,19037,"Chickasaw, IA",Chickasaw,IA,244720,248957,256999,309285,320950,318696,341731,372254,367480,416238,496859,495667,576697,624402,657394,668311,620828,650175,604102,576359,781402,940294,978270,1029181
821,19039,"Clarke, IA",Clarke,IA,196039,206447,210383,228691,245775,263717,284138,289643,285510,279412,271761,287988,298949,313486,351075,349638,356070,390359,352157,357239,406472,499377,500672,556367
822,19041,"Clay, IA",Clay,IA,470993,474116,513139,566696,565935,571349,624093,675557,628834,682969,771779,808894,811970,834351,838107,783006,811391,894662,920023,932059,1052505,1240501,1271342,1386263
823,19043,"Clayton, IA",Clayton,IA,331770,343570,365344,423081,421608,424776,427390,441137,395642,474479,572441,592046,642454,699794,702970,721263,783755,793861,802419,755188,884107,1022801,1015051,1055021
824,19045,"Clinton, IA",Clinton,IA,1599789,1676208,1759135,1867603,1810200,1873447,1860981,1898916,1995939,2044890,2140458,2071980,2166625,2132746,2244494,2163241,2169245,2180046,2098324,2117948,2469887,2621630,2669032,2728960
825,19047,"Crawford, IA",Crawford,IA,368746,387075,418056,495613,514365,568638,697261,759586,676465,631872,676900,726004,757369,701577,682899,664999,678182,699974,668153,655967,824884,902750,956071,993669
826,19049,"Dallas, IA",Dallas,IA,761907,821320,958228,1432801,1671306,1871917,2372713,2418009,2475574,2733463,3062431,3643474,3751908,4216904,4629923,4945876,4921022,5139387,5908311,6661484,7435255,8749677,9864743,10602334
827,19051,"Davis, IA",Davis,IA,106332,115449,111979,122439,118852,121896,122837,125213,132180,143658,156879,176357,205122,173089,181136,178180,213266,235645,218508,214163,266718,332128,332748,349592
828,19053,"Decatur, IA",Decatur,IA,82976,80651,88316,115266,117386,116497,111248,126880,130138,127462,139373,140868,144364,145902,155023,165823,179212,189626,180250,179964,218475,240269,226444,233312
829,19055,"Delaware, IA",Delaware,IA,341637,336175,353704,388876,401798,440118,472102,510423,514105,593292,659371,615850,743107,754045,828867,841569,889967,859017,797578,811555,908651,1089860,1077927,1129864
830,19057,"Des Moines, IA",Des Moines,IA,1332221,1352166,1376385,1451887,1468340,1603757,1667458,1632485,1539404,1492053,1613917,1667823,1842110,1969100,2093331,2151846,2150550,2118286,2073864,2098295,2303480,2367286,2518008,2691947
831,19059,"Dickinson, IA",Dickinson,IA,476364,522903,539609,572226,580461,564620,600203,583630,621669,688849,714695,779017,768395,813085,858312,857397,881153,901204,932323,924545,1091782,1226847,1277664,1405099
832,19061,"Dubuque, IA",Dubuque,IA,2716153,2886854,3068475,3487807,3821011,4008812,4308883,4152609,4014119,4335957,4375179,5157346,4957799,5516229,5749530,5655470,6012834,6101179,6530516,6670867,7091365,7860440,8361656,8694511
833,19063,"Emmet, IA",Emmet,IA,227913,245442,256734,276528,266354,261551,303861,311290,290598,325058,348202,385574,389125,389589,361095,300720,311762,353958,329732,305387,386357,449615,399341,459776
834,19065,"Fayette, IA",Fayette,IA,356579,367261,367116,440210,452548,440564,491601,488415,452351,527330,629058,642798,668624,692271,656788,649504,684898,703908,671200,662879,771523,919291,909033,970758
835,19067,"Floyd, IA",Floyd,IA,462984,475708,444476,487929,454484,479894,447192,538796,521951,592144,573932,544321,685730,659553,695960,743814,783962,809054,744227,710146,903736,1009164,1012399,1065613
836,19069,"Franklin, IA",Franklin,IA,223927,237079,240778,320165,312438,335541,388562,356198,347656,400560,491711,520714,570462,603297,521294,502576,546642,550696,528779,508350,673535,784749,722479,723767
837,19071,"Fremont, IA",Fremont,IA,201527,204289,237215,270637,250517,266955,273276,283608,316490,301819,303705,317734,287343,259303,261356,273167,245351,239163,308210,285971,395300,405903,401092,359469
838,19073,"Greene, IA",Greene,IA,161532,191299,203686,243061,219528,216342,275440,280174,311838,301701,380762,376570,419768,397743,351719,344654,392849,430953,426268,428415,587931,651656,611901,654782
839,19075,"Grundy, IA",Grundy,IA,267929,283616,294541,342170,331224,348995,367747,401013,400269,408464,434891,455095,451769,433362,434364,433387,443903,451772,470665,484801,638969,710686,689867,671527
840,19077,"Guthrie, IA",Guthrie,IA,153958,174110,195362,272877,277869,309237,350071,369865,290314,297253,359046,356983,423051,442736,423896,405170,414069,425191,368320,411454,516869,608878,600344,672198
841,19079,"Hamilton, IA",Hamilton,IA,442656,420920,512696,608985,610561,801030,776259,631136,524359,563914,625844,602989,725928,785188,739340,707761,761740,806746,679953,600366,806491,1017203,945083,1009833
842,19081,"Hancock, IA",Hancock,IA,409959,477670,482866,567174,524383,523462,542582,512603,391908,545592,631574,692824,756438,820445,768537,690143,778742,801014,750520,695995,885465,1115101,1085971,1143021
843,19083,"Hardin, IA",Hardin,IA,474538,479709,454357,570050,567827,610724,678251,646800,588507,683525,780144,796003,830115,868456,755242,732938,762246,760528,702126,655651,913533,1117466,989185,1005881
844,19085,"Harrison, IA",Harrison,IA,216930,244344,251078,293151,269824,272832,292936,332286,352529,318704,366177,382255,406911,361305,364063,364287,371373,383788,401039,384814,527022,616848,629165,598767
845,19087,"Henry, IA",Henry,IA,519538,534412,541906,614320,625010,628430,666522,668753,621695,603567,622854,668849,690038,695491,754437,764044,797727,822504,805202,835550,953045,1034161,1013710,1000025
846,19089,"Howard, IA",Howard,IA,202088,231774,224321,268892,282045,274205,293681,267931,202582,335748,394588,406941,463492,441126,423726,411792,392461,409203,400880,398316,524544,623245,633126,654060
847,19091,"Humboldt, IA",Humboldt,IA,240611,264135,255660,303463,292267,278320,291940,299095,304270,291625,380874,407227,419968,416427,401504,412136,385194,399989,416161,387210,473077,517237,520737,529321
848,19093,"Ida, IA",Ida,IA,222746,245204,253402,294422,282576,285927,325674,360649,298406,341083,356455,366641,367271,362803,373204,379471,492093,517094,532518,597253,694127,750582,720313,712651
849,19095,"Iowa, IA",Iowa,IA,566100,634750,694510,724324,680308,759753,741718,803503,699714,768622,662304,808914,1006542,934900,763423,817927,980235,1056346,1041559,946699,1098498,1177198,1164273,1166525
850,19097,"Jackson, IA",Jackson,IA,282767,295328,337667,374641,371712,373308,365130,391742,369411,398851,452132,475728,507779,496810,568013,624414,590473,578074,576096,613972,671080,750852,762425,812046
851,19099,"Jasper, IA",Jasper,IA,954599,914804,960378,926937,952955,1074776,1061992,913885,861523,820993,872567,911911,948306,983409,923452,968019,1021442,1031205,1100988,1090101,1255255,1287172,1311290,1331655
852,19101,"Jefferson, IA",Jefferson,IA,456319,458882,496272,503322,494316,477303,483613,510272,476670,459215,479472,530149,546115,524370,549038,571124,589813,636468,640172,616108,729903,817285,809509,793661
853,19103,"Johnson, IA",Johnson,IA,2881547,3074247,3267335,3545218,3696154,3994528,4070656,4367331,4372899,4498636,4829281,4961018,5290268,5490719,5477116,5568381,6075968,6188523,6223810,6168204,6778181,7193002,7645734,7860572
854,19105,"Jones, IA",Jones,IA,305613,324798,341650,369511,365183,387244,411798,393928,382565,399536,475708,492345,546060,513173,549870,533029,544909,549103,550501,559562,669509,742140,755245,740602
855,19107,"Keokuk, IA",Keokuk,IA,153675,169002,179255,205817,177683,181959,193960,213827,225001,205136,264397,292915,315616,297182,290527,325022,295676,305109,298353,277346,364152,427484,395754,393314
856,19109,"Kossuth, IA",Kossuth,IA,357784,392133,442119,526302,541062,556372,629938,616308,605298,662741,764021,859784,981074,998596,908092,883184,855483,877117,822530,760918,1072891,1240119,1208826,1295342
857,19111,"Lee, IA",Lee,IA,1092708,1126759,1186726,1208315,1181518,1162348,1187400,1311377,1355577,1404516,1437898,1474513,1545213,1641353,1830667,1752095,1640512,1662402,1669818,1781749,1941516,1943223,2021977,2059623
858,19113,"Linn, IA",Linn,IA,7826062,7750485,8527323,9491433,10148586,10358559,11578854,11477681,12011696,12702175,13206656,13295365,13147429,14056646,14890816,15579960,15658651,16231144,16121769,16267752,17916530,18948064,19649506,20473985
859,19115,"Louisa, IA",Louisa,IA,388892,377449,392802,378818,341703,394252,429350,483711,522174,504530,468965,535931,545826,568887,560604,594787,595021,650151,677260,632281,851218,862677,903616,871098
860,19117,"Lucas, IA",Lucas,IA,143599,153659,162678,185047,193195,192610,188894,201787,191086,190168,204803,214552,230647,224413,241255,248169,253343,270340,272288,285986,312410,309563,296577,300154
861,19119,"Lyon, IA",Lyon,IA,268543,263744,293687,357719,350127,393217,359279,427721,360172,482208,600864,667549,718292,824204,743039,792123,932068,885726,765162,810254,960204,1251881,1137159,1368968
862,19121,"Madison, IA",Madison,IA,170912,185131,201079,236518,234649,251188,286765,283318,265490,256663,290093,290638,298835,296756,317885,344740,355060,363146,360684,371935,441828,524815,587510,586302
863,19123,"Mahaska, IA",Mahaska,IA,389218,392108,428149,511047,506600,554063,580819,621898,579600,549297,626644,686899,685078,650111,669692,690859,745620,834905,788527,754148,876694,1005526,991351,1025788
864,19125,"Marion, IA",Marion,IA,967532,958570,1009990,1165352,1266442,1285351,1322858,1260908,1171675,1206410,1262398,1410428,1398520,1459901,1525711,1592419,1796658,1938464,2143298,2143072,2260401,2472357,2715371,2712148
865,19127,"Marshall, IA",Marshall,IA,1090199,1091794,1108359,1203224,1190602,1252827,1346195,1360740,1348189,1347219,1389095,1464057,1477507,1464933,1550655,1533335,1560478,1670357,1673997,1693619,1785343,1937423,2005335,2032179
866,19129,"Mills, IA",Mills,IA,174134,186130,195655,220560,207122,219481,217972,258511,289943,261125,283042,340208,350992,326923,324628,355632,392940,428270,506994,438624,554753,540096,537960,552718
867,19131,"Mitchell, IA",Mitchell,IA,220762,239571,225648,264267,260179,288126,313766,370955,335908,413652,455765,460254,550373,586720,576312,584531,567629,623726,636612,550646,728926,873639,953519,923474
868,19133,"Monona, IA",Monona,IA,160421,177150,193940,217105,189007,169086,213517,246040,281219,237741,257238,242759,271990,271832,298538,242454,266777,263916,289853,278116,373233,424452,451404,418061
869,19135,"Monroe, IA",Monroe,IA,205840,204886,216294,238843,243253,260309,286712,339291,384857,369335,342711,327205,332639,327621,357051,354843,357232,385869,377935,384657,467878,516181,554024,560623
870,19137,"Montgomery, IA",Montgomery,IA,247384,264868,261289,305765,301241,321363,310328,323883,328788,303048,322636,334609,342344,324870,355182,348199,343662,353724,362022,358155,441072,477240,466629,457769
871,19139,"Muscatine, IA",Muscatine,IA,1604746,1740276,1750815,1836655,1884614,2030000,2085464,2071109,1918318,1879068,1916219,2021232,2067526,2262693,2393484,2406429,2520572,2536764,2454887,2425252,2619572,2870476,2898081,2998440
872,19141,"O'Brien, IA",O'Brien,IA,328550,336582,383930,421899,419947,419412,438533,487240,446567,511285,612031,646711,691854,764011,741418,828577,886949,872208,809359,809459,935648,1124017,1058229,1166541
873,19143,"Osceola, IA",Osceola,IA,187504,188204,198159,247910,238970,343388,358534,333604,222361,280510,339575,347447,404128,454736,394600,347182,425699,430875,322554,309839,395994,551605,464662,574892
874,19145,"Page, IA",Page,IA,298632,290847,315404,370183,364457,381801,373590,408038,435403,410390,418386,465276,485501,476399,483384,490725,504472,512593,533950,509898,644037,669067,681790,670091
875,19147,"Palo Alto, IA",Palo Alto,IA,199802,199554,230510,280902,285530,383603,436618,411339,325036,331636,418667,449901,517246,545023,523477,472613,522468,544458,446763,402208,561713,735278,631617,715755
876,19149,"Plymouth, IA",Plymouth,IA,639130,679563,754747,848105,823193,844773,912824,987656,987792,1045431,1058887,1126468,1174652,1206659,1209434,1299429,1356116,1378515,1312751,1265381,1532143,1860332,1825991,1838638
877,19151,"Pocahontas, IA",Pocahontas,IA,168336,200028,205518,246986,231965,242082,252942,336404,317814,290478,373115,432586,513773,521632,571606,570385,452915,493403,497070,430384,561686,674151,598904,591690
878,19153,"Polk, IA",Polk,IA,17824414,18390157,20570699,23050230,25607131,25628745,29150415,25706076,25716136,26442137,26591925,28896267,28485707,33438392,37669513,39887714,39594349,40610885,42906397,45057048,50898236,52492946,54984689,58978301
879,19155,"Pottawattamie, IA",Pottawattamie,IA,2058785,2158444,2352334,2578681,2687501,2936548,3109638,3452639,3579946,3298685,3340699,3619389,3713917,3801893,3903965,3911550,3873632,4126978,4068895,3871923,4373758,4947273,5317899,5691719
880,19157,"Poweshiek, IA",Poweshiek,IA,567459,622654,676202,770786,773658,772389,842221,779518,755796,783178,902545,961010,954969,1030890,1054027,984145,986747,1050851,1079882,1150613,1325297,1511626,1462366,1578714
881,19159,"Ringgold, IA",Ringgold,IA,56647,55412,57757,83566,79570,76537,65098,77361,90374,91053,107902,112307,139097,136694,135696,122004,155283,156081,149080,139409,175256,188311,169968,191730
882,19161,"Sac, IA",Sac,IA,209823,219139,214298,290185,278241,271143,324418,356926,320551,379895,424516,428564,496684,503004,488212,463764,482018,495130,465431,443034,603561,739392,686156,746039
883,19163,"Scott, IA",Scott,IA,5008590,5306556,5451058,5930854,6433714,6580549,6845642,6865853,6693379,6952992,7314608,7843480,7837535,8044636,8368296,8297674,8722796,8837340,9170787,9055971,10028112,10979289,11754545,12318339
884,19165,"Shelby, IA",Shelby,IA,253456,273241,270911,339671,342015,346325,373105,438053,443370,462444,552970,644089,634371,616202,639263,609714,598983,633604,642118,619388,811449,903747,954796,953697
