,state_code,county_code,county_sub_code,cntyname,town_name,hud_areaname,fips,rent_50_0,rent_50_1,rent_50_2,rent_50_3,rent_50_4,hud_area_code,pop2023,state_alpha,year,population,cbsasub21,county,cousub,pop2017,hu2017,cbsasub20,cbsasub19,pop2010,hu2010,cbsasub18,areaname18,cbsasub,pop,fmr_area,msa,stco,fmrtype,statename,fmrarea,id_agis2,pop2020,areaname22,cbsasub22
22217,36,,,Washington County,,,3611599999,654.0,774.0,970.0,1235.0,1407.0,,,NY,2018,,,115.0,99999.0,,,,,63216.0,28844.0,METRO24020M24020,"Glens Falls, NY MSA",,,,,,,,,,,,
22218,36,,,Wayne County,,,3611799999,672.0,788.0,983.0,1232.0,1339.0,,,NY,2018,,,117.0,99999.0,,,,,93772.0,41057.0,METRO40380M40380,"Rochester, NY HUD Metro FMR Area",,,,,,,,,,,,
22219,36,,,Westchester County,,,3611999998,1649.0,1696.0,1948.0,2482.0,2653.0,,,NY,2018,,,119.0,99998.0,,,,,949113.0,370821.0,METRO35620MM5600,"New York, NY HUD Metro FMR Area",,,,,,,,,,,,
22220,36,,,Westchester County,,,3611999999,1269.0,1487.0,1813.0,2329.0,2650.0,,,NY,2018,,,119.0,99999.0,,,,,949113.0,370821.0,METRO48325M48325,"Westchester County, NY Statutory Exception Area",,,,,,,,,,,,
22221,36,,,Wyoming County,,,3612199999,492.0,546.0,701.0,951.0,955.0,,,NY,2018,,,121.0,99999.0,,,,,42155.0,17970.0,NCNTY36121N36121,"Wyoming County, NY",,,,,,,,,,,,
22222,36,,,Yates County,,,3612399999,544.0,684.0,793.0,1072.0,1095.0,,,NY,2018,,,123.0,99999.0,,,,,25348.0,13491.0,METRO40380N36123,"Yates County, NY HUD Metro FMR Area",,,,,,,,,,,,
26930,36,,,Albany County,,"Albany-Schenectady-Troy, NY MSA",3600199999,734.0,870.0,1071.0,1340.0,1476.0,,,NY,2017,,,1.0,99999.0,,,,,304204.0,137739.0,,,METRO10580M10580,,,,,,,,,,,
26931,36,,,Allegany County,,"Allegany County, NY",3600399999,546.0,576.0,701.0,905.0,1099.0,,,NY,2017,,,3.0,99999.0,,,,,48946.0,26140.0,,,NCNTY36003N36003,,,,,,,,,,,
26932,36,,,Bronx County,,"New York, NY HUD Metro FMR Area",3600599999,1475.0,1548.0,1786.0,2293.0,2473.0,,,NY,2017,,,5.0,99999.0,,,,,1385108.0,511896.0,,,METRO35620MM5600,,,,,,,,,,,
26933,36,,,Broome County,,"Binghamton, NY MSA",3600799999,569.0,625.0,803.0,1086.0,1248.0,,,NY,2017,,,7.0,99999.0,,,,,200600.0,90563.0,,,METRO13780M13780,,,,,,,,,,,
26934,36,,,Cattaraugus County,,"Cattaraugus County, NY",3600999999,541.0,579.0,711.0,969.0,1078.0,,,NY,2017,,,9.0,99999.0,,,,,80317.0,41111.0,,,NCNTY36009N36009,,,,,,,,,,,
26935,36,,,Cayuga County,,"Cayuga County, NY",3601199999,577.0,624.0,824.0,1071.0,1204.0,,,NY,2017,,,11.0,99999.0,,,,,80026.0,36489.0,,,NCNTY36011N36011,,,,,,,,,,,
26936,36,,,Chautauqua County,,"Chautauqua County, NY",3601399999,571.0,575.0,734.0,977.0,1081.0,,,NY,2017,,,13.0,99999.0,,,,,134905.0,66920.0,,,NCNTY36013N36013,,,,,,,,,,,
26937,36,,,Chemung County,,"Elmira, NY MSA",3601599999,628.0,697.0,887.0,1129.0,1223.0,,,NY,2017,,,15.0,99999.0,,,,,88830.0,38369.0,,,METRO21300M21300,,,,,,,,,,,
26938,36,,,Chenango County,,"Chenango County, NY",3601799999,642.0,646.0,784.0,1065.0,1201.0,,,NY,2017,,,17.0,99999.0,,,,,50477.0,24710.0,,,NCNTY36017N36017,,,,,,,,,,,
26939,36,,,Clinton County,,"Clinton County, NY",3601999999,598.0,754.0,898.0,1157.0,1238.0,,,NY,2017,,,19.0,99999.0,,,,,82128.0,35888.0,,,NCNTY36019N36019,,,,,,,,,,,
26940,36,,,Columbia County,,"Columbia County, NY",3602199999,756.0,777.0,1001.0,1290.0,1414.0,,,NY,2017,,,21.0,99999.0,,,,,63096.0,32775.0,,,NCNTY36021N36021,,,,,,,,,,,
26941,36,,,Cortland County,,"Cortland County, NY",3602399999,643.0,657.0,804.0,1042.0,1108.0,,,NY,2017,,,23.0,99999.0,,,,,49336.0,20577.0,,,NCNTY36023N36023,,,,,,,,,,,
26942,36,,,Delaware County,,"Delaware County, NY",3602599999,614.0,618.0,801.0,1016.0,1104.0,,,NY,2017,,,25.0,99999.0,,,,,47980.0,31222.0,,,NCNTY36025N36025,,,,,,,,,,,
26943,36,,,Dutchess County,,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",3602799999,908.0,1082.0,1345.0,1725.0,2001.0,,,NY,2017,,,27.0,99999.0,,,,,297488.0,118638.0,,,METRO35620M39100,,,,,,,,,,,
26944,36,,,Erie County,,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",3602999999,700.0,708.0,861.0,1094.0,1264.0,,,NY,2017,,,29.0,99999.0,,,,,919040.0,419974.0,,,METRO15380M15380,,,,,,,,,,,
26945,36,,,Essex County,,"Essex County, NY",3603199999,593.0,739.0,917.0,1172.0,1264.0,,,NY,2017,,,31.0,99999.0,,,,,39370.0,25603.0,,,NCNTY36031N36031,,,,,,,,,,,
26946,36,,,Franklin County,,"Franklin County, NY",3603399999,587.0,620.0,789.0,1045.0,1088.0,,,NY,2017,,,33.0,99999.0,,,,,51599.0,25306.0,,,NCNTY36033N36033,,,,,,,,,,,
26947,36,,,Fulton County,,"Fulton County, NY",3603599999,570.0,662.0,799.0,1025.0,1113.0,,,NY,2017,,,35.0,99999.0,,,,,55531.0,28562.0,,,NCNTY36035N36035,,,,,,,,,,,
26948,36,,,Genesee County,,"Genesee County, NY",3603799999,562.0,682.0,823.0,1117.0,1197.0,,,NY,2017,,,37.0,99999.0,,,,,60079.0,25589.0,,,NCNTY36037N36037,,,,,,,,,,,
26949,36,,,Greene County,,"Greene County, NY",3603999999,678.0,837.0,981.0,1281.0,1626.0,,,NY,2017,,,39.0,99999.0,,,,,49221.0,29210.0,,,NCNTY36039N36039,,,,,,,,,,,
26950,36,,,Hamilton County,,"Hamilton County, NY",3604199999,711.0,777.0,897.0,1229.0,1286.0,,,NY,2017,,,41.0,99999.0,,,,,4836.0,8694.0,,,NCNTY36041N36041,,,,,,,,,,,
26951,36,,,Herkimer County,,"Utica-Rome, NY MSA",3604399999,677.0,677.0,874.0,1107.0,1205.0,,,NY,2017,,,43.0,99999.0,,,,,64519.0,33381.0,,,METRO46540M46540,,,,,,,,,,,
26952,36,,,Jefferson County,,"Watertown-Fort Drum, NY MSA",3604599999,757.0,898.0,1193.0,1492.0,1777.0,,,NY,2017,,,45.0,99999.0,,,,,116229.0,57966.0,,,METRO48060M48060,,,,,,,,,,,
26953,36,,,Kings County,,"New York, NY HUD Metro FMR Area",3604799999,1475.0,1548.0,1786.0,2293.0,2473.0,,,NY,2017,,,47.0,99999.0,,,,,2504700.0,1000293.0,,,METRO35620MM5600,,,,,,,,,,,
26954,36,,,Lewis County,,"Lewis County, NY",3604999999,611.0,666.0,771.0,1066.0,1197.0,,,NY,2017,,,49.0,99999.0,,,,,27087.0,15112.0,,,NCNTY36049N36049,,,,,,,,,,,
26955,36,,,Livingston County,,"Rochester, NY HUD Metro FMR Area",3605199999,663.0,783.0,971.0,1215.0,1338.0,,,NY,2017,,,51.0,99999.0,,,,,65393.0,27123.0,,,METRO40380M40380,,,,,,,,,,,
26956,36,,,Madison County,,"Syracuse, NY MSA",3605399999,612.0,684.0,864.0,1132.0,1237.0,,,NY,2017,,,53.0,99999.0,,,,,73442.0,31757.0,,,METRO45060M45060,,,,,,,,,,,
26957,36,,,Monroe County,,"Rochester, NY HUD Metro FMR Area",3605599999,663.0,783.0,971.0,1215.0,1338.0,,,NY,2017,,,55.0,99999.0,,,,,744344.0,320593.0,,,METRO40380M40380,,,,,,,,,,,
26958,36,,,Montgomery County,,"Montgomery County, NY",3605799999,639.0,643.0,801.0,1002.0,1107.0,,,NY,2017,,,57.0,99999.0,,,,,50219.0,23063.0,,,NCNTY36057N36057,,,,,,,,,,,
26959,36,,,Nassau County,,"Nassau-Suffolk, NY HUD Metro FMR Area",3605999999,1330.0,1658.0,2031.0,2627.0,2938.0,,,NY,2017,,,59.0,99999.0,,,,,1339532.0,468346.0,,,METRO35620MM5380,,,,,,,,,,,
26960,36,,,New York County,,"New York, NY HUD Metro FMR Area",3606199999,1475.0,1548.0,1786.0,2293.0,2473.0,,,NY,2017,,,61.0,99999.0,,,,,1585873.0,847090.0,,,METRO35620MM5600,,,,,,,,,,,
26961,36,,,Niagara County,,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",3606399999,700.0,708.0,861.0,1094.0,1264.0,,,NY,2017,,,63.0,99999.0,,,,,216469.0,99120.0,,,METRO15380M15380,,,,,,,,,,,
26962,36,,,Oneida County,,"Utica-Rome, NY MSA",3606599999,677.0,677.0,874.0,1107.0,1205.0,,,NY,2017,,,65.0,99999.0,,,,,234878.0,104180.0,,,METRO46540M46540,,,,,,,,,,,
26963,36,,,Onondaga County,,"Syracuse, NY MSA",3606799999,612.0,684.0,864.0,1132.0,1237.0,,,NY,2017,,,67.0,99999.0,,,,,467026.0,202357.0,,,METRO45060M45060,,,,,,,,,,,
26964,36,,,Ontario County,,"Rochester, NY HUD Metro FMR Area",3606999999,663.0,783.0,971.0,1215.0,1338.0,,,NY,2017,,,69.0,99999.0,,,,,107931.0,48193.0,,,METRO40380M40380,,,,,,,,,,,
26965,36,,,Orange County,,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",3607199999,908.0,1082.0,1345.0,1725.0,2001.0,,,NY,2017,,,71.0,99999.0,,,,,372813.0,137025.0,,,METRO35620M39100,,,,,,,,,,,
26966,36,,,Orleans County,,"Rochester, NY HUD Metro FMR Area",3607399999,663.0,783.0,971.0,1215.0,1338.0,,,NY,2017,,,73.0,99999.0,,,,,42883.0,18431.0,,,METRO40380M40380,,,,,,,,,,,
26967,36,,,Oswego County,,"Syracuse, NY MSA",3607599999,612.0,684.0,864.0,1132.0,1237.0,,,NY,2017,,,75.0,99999.0,,,,,122109.0,53598.0,,,METRO45060M45060,,,,,,,,,,,
26968,36,,,Otsego County,,"Otsego County, NY",3607799999,719.0,724.0,915.0,1180.0,1390.0,,,NY,2017,,,77.0,99999.0,,,,,62259.0,30777.0,,,NCNTY36077N36077,,,,,,,,,,,
26969,36,,,Putnam County,,"New York, NY HUD Metro FMR Area",3607999999,1475.0,1548.0,1786.0,2293.0,2473.0,,,NY,2017,,,79.0,99999.0,,,,,99710.0,38224.0,,,METRO35620MM5600,,,,,,,,,,,
26970,36,,,Queens County,,"New York, NY HUD Metro FMR Area",3608199999,1475.0,1548.0,1786.0,2293.0,2473.0,,,NY,2017,,,81.0,99999.0,,,,,2230722.0,835127.0,,,METRO35620MM5600,,,,,,,,,,,
26971,36,,,Rensselaer County,,"Albany-Schenectady-Troy, NY MSA",3608399999,734.0,870.0,1071.0,1340.0,1476.0,,,NY,2017,,,83.0,99999.0,,,,,159429.0,71475.0,,,METRO10580M10580,,,,,,,,,,,
26972,36,,,Richmond County,,"New York, NY HUD Metro FMR Area",3608599999,1475.0,1548.0,1786.0,2293.0,2473.0,,,NY,2017,,,85.0,99999.0,,,,,468730.0,176656.0,,,METRO35620MM5600,,,,,,,,,,,
26973,36,,,Rockland County,,"New York, NY HUD Metro FMR Area",3608799999,1475.0,1548.0,1786.0,2293.0,2473.0,,,NY,2017,,,87.0,99999.0,,,,,311687.0,104057.0,,,METRO35620MM5600,,,,,,,,,,,
26974,36,,,St. Lawrence County,,"St. Lawrence County, NY",3608999999,677.0,702.0,883.0,1105.0,1309.0,,,NY,2017,,,89.0,99999.0,,,,,111944.0,52133.0,,,NCNTY36089N36089,,,,,,,,,,,
26975,36,,,Saratoga County,,"Albany-Schenectady-Troy, NY MSA",3609199999,734.0,870.0,1071.0,1340.0,1476.0,,,NY,2017,,,91.0,99999.0,,,,,219607.0,98656.0,,,METRO10580M10580,,,,,,,,,,,
26976,36,,,Schenectady County,,"Albany-Schenectady-Troy, NY MSA",3609399999,734.0,870.0,1071.0,1340.0,1476.0,,,NY,2017,,,93.0,99999.0,,,,,154727.0,68196.0,,,METRO10580M10580,,,,,,,,,,,
26977,36,,,Schoharie County,,"Albany-Schenectady-Troy, NY MSA",3609599999,734.0,870.0,1071.0,1340.0,1476.0,,,NY,2017,,,95.0,99999.0,,,,,32749.0,17231.0,,,METRO10580M10580,,,,,,,,,,,
26978,36,,,Schuyler County,,"Schuyler County, NY",3609799999,558.0,585.0,704.0,992.0,1240.0,,,NY,2017,,,97.0,99999.0,,,,,18343.0,9455.0,,,NCNTY36097N36097,,,,,,,,,,,
26979,36,,,Seneca County,,"Seneca County, NY",3609999999,569.0,671.0,799.0,1145.0,1408.0,,,NY,2017,,,99.0,99999.0,,,,,35251.0,16043.0,,,NCNTY36099N36099,,,,,,,,,,,
26980,36,,,Steuben County,,"Steuben County, NY",3610199999,567.0,628.0,765.0,1009.0,1092.0,,,NY,2017,,,101.0,99999.0,,,,,98990.0,48875.0,,,NCNTY36101N36101,,,,,,,,,,,
26981,36,,,Suffolk County,,"Nassau-Suffolk, NY HUD Metro FMR Area",3610399999,1330.0,1658.0,2031.0,2627.0,2938.0,,,NY,2017,,,103.0,99999.0,,,,,1493350.0,569985.0,,,METRO35620MM5380,,,,,,,,,,,
26982,36,,,Sullivan County,,"Sullivan County, NY",3610599999,763.0,831.0,1000.0,1344.0,1602.0,,,NY,2017,,,105.0,99999.0,,,,,77547.0,49186.0,,,NCNTY36105N36105,,,,,,,,,,,
26983,36,,,Tioga County,,"Binghamton, NY MSA",3610799999,569.0,625.0,803.0,1086.0,1248.0,,,NY,2017,,,107.0,99999.0,,,,,51125.0,22203.0,,,METRO13780M13780,,,,,,,,,,,
26984,36,,,Tompkins County,,"Ithaca, NY MSA",3610999999,909.0,984.0,1157.0,1494.0,1890.0,,,NY,2017,,,109.0,99999.0,,,,,101564.0,41674.0,,,METRO27060M27060,,,,,,,,,,,
26985,36,,,Ulster County,,"Kingston, NY MSA",3611199999,768.0,959.0,1210.0,1568.0,1668.0,,,NY,2017,,,111.0,99999.0,,,,,182493.0,83638.0,,,METRO28740M28740,,,,,,,,,,,
26986,36,,,Warren County,,"Glens Falls, NY MSA",3611399999,588.0,732.0,910.0,1154.0,1329.0,,,NY,2017,,,113.0,99999.0,,,,,65707.0,38726.0,,,METRO24020M24020,,,,,,,,,,,
26987,36,,,Washington County,,"Glens Falls, NY MSA",3611599999,588.0,732.0,910.0,1154.0,1329.0,,,NY,2017,,,115.0,99999.0,,,,,63216.0,28844.0,,,METRO24020M24020,,,,,,,,,,,
26988,36,,,Wayne County,,"Rochester, NY HUD Metro FMR Area",3611799999,663.0,783.0,971.0,1215.0,1338.0,,,NY,2017,,,117.0,99999.0,,,,,93772.0,41057.0,,,METRO40380M40380,,,,,,,,,,,
26989,36,,,Westchester County,,"Westchester County, NY Statutory Exception Area",3611999999,1288.0,1509.0,1837.0,2365.0,2715.0,,,NY,2017,,,119.0,99999.0,,,,,949113.0,370821.0,,,METRO48325M48325,,,,,,,,,,,
26990,36,,,Wyoming County,,"Wyoming County, NY",3612199999,522.0,559.0,721.0,990.0,994.0,,,NY,2017,,,121.0,99999.0,,,,,42155.0,17970.0,,,NCNTY36121N36121,,,,,,,,,,,
26991,36,,,Yates County,,"Yates County, NY HUD Metro FMR Area",3612399999,526.0,642.0,764.0,1004.0,1099.0,,,NY,2017,,,123.0,99999.0,,,,,25348.0,13491.0,,,METRO40380N36123,,,,,,,,,,,
31699,36,,,Albany County,,"Albany-Schenectady-Troy, NY MSA",3600199999.0,730.0,876.0,1070.0,1328.0,1467.0,,,NY,2016,,,1.0,99999.0,,,,,304204.0,137739.0,,,METRO10580M10580,,,,,,,,,,,
31700,36,,,Allegany County,,"Allegany County, NY",3600399999.0,527.0,570.0,679.0,859.0,1063.0,,,NY,2016,,,3.0,99999.0,,,,,48946.0,26140.0,,,NCNTY36003N36003,,,,,,,,,,,
31701,36,,,Bronx County,,"New York, NY HUD Metro FMR Area",3600599999.0,1423.0,1493.0,1728.0,2223.0,2447.0,,,NY,2016,,,5.0,99999.0,,,,,1385108.0,511896.0,,,METRO35620MM5600,,,,,,,,,,,
31702,36,,,Broome County,,"Binghamton, NY MSA",3600799999.0,527.0,606.0,768.0,1040.0,1186.0,,,NY,2016,,,7.0,99999.0,,,,,200600.0,90563.0,,,METRO13780M13780,,,,,,,,,,,
31703,36,,,Cattaraugus County,,"Cattaraugus County, NY",3600999999.0,502.0,587.0,718.0,944.0,1071.0,,,NY,2016,,,9.0,99999.0,,,,,80317.0,41111.0,,,NCNTY36009N36009,,,,,,,,,,,
31704,36,,,Cayuga County,,"Cayuga County, NY",3601199999.0,564.0,608.0,803.0,1053.0,1215.0,,,NY,2016,,,11.0,99999.0,,,,,80026.0,36489.0,,,NCNTY36011N36011,,,,,,,,,,,
31705,36,,,Chautauqua County,,"Chautauqua County, NY",3601399999.0,562.0,565.0,706.0,945.0,1003.0,,,NY,2016,,,13.0,99999.0,,,,,134905.0,66920.0,,,NCNTY36013N36013,,,,,,,,,,,
31706,36,,,Chemung County,,"Elmira, NY MSA",3601599999.0,616.0,773.0,972.0,1222.0,1332.0,,,NY,2016,,,15.0,99999.0,,,,,88830.0,38369.0,,,METRO21300M21300,,,,,,,,,,,
31707,36,,,Chenango County,,"Chenango County, NY",3601799999.0,613.0,640.0,745.0,1063.0,1171.0,,,NY,2016,,,17.0,99999.0,,,,,50477.0,24710.0,,,NCNTY36017N36017,,,,,,,,,,,
31708,36,,,Clinton County,,"Clinton County, NY",3601999999.0,513.0,697.0,832.0,1051.0,1140.0,,,NY,2016,,,19.0,99999.0,,,,,82128.0,35888.0,,,NCNTY36019N36019,,,,,,,,,,,
31709,36,,,Columbia County,,"Columbia County, NY",3602199999.0,727.0,744.0,966.0,1219.0,1422.0,,,NY,2016,,,21.0,99999.0,,,,,63096.0,32775.0,,,NCNTY36021N36021,,,,,,,,,,,
31710,36,,,Cortland County,,"Cortland County, NY",3602399999.0,605.0,634.0,771.0,998.0,1057.0,,,NY,2016,,,23.0,99999.0,,,,,49336.0,20577.0,,,NCNTY36023N36023,,,,,,,,,,,
31711,36,,,Delaware County,,"Delaware County, NY",3602599999.0,606.0,610.0,767.0,954.0,1078.0,,,NY,2016,,,25.0,99999.0,,,,,47980.0,31222.0,,,NCNTY36025N36025,,,,,,,,,,,
31712,36,,,Dutchess County,,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",3602799999.0,894.0,1099.0,1349.0,1715.0,1967.0,,,NY,2016,,,27.0,99999.0,,,,,297488.0,118638.0,,,METRO35620M39100,,,,,,,,,,,
31713,36,,,Erie County,,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",3602999999.0,624.0,664.0,801.0,1018.0,1165.0,,,NY,2016,,,29.0,99999.0,,,,,919040.0,419974.0,,,METRO15380M15380,,,,,,,,,,,
31714,36,,,Essex County,,"Essex County, NY",3603199999.0,558.0,714.0,885.0,1098.0,1213.0,,,NY,2016,,,31.0,99999.0,,,,,39370.0,25603.0,,,NCNTY36031N36031,,,,,,,,,,,
31715,36,,,Franklin County,,"Franklin County, NY",3603399999.0,585.0,612.0,798.0,1032.0,1094.0,,,NY,2016,,,33.0,99999.0,,,,,51599.0,25306.0,,,NCNTY36033N36033,,,,,,,,,,,
31716,36,,,Fulton County,,"Fulton County, NY",3603599999.0,584.0,644.0,774.0,995.0,1122.0,,,NY,2016,,,35.0,99999.0,,,,,55531.0,28562.0,,,NCNTY36035N36035,,,,,,,,,,,
31717,36,,,Genesee County,,"Genesee County, NY",3603799999.0,520.0,659.0,790.0,1056.0,1148.0,,,NY,2016,,,37.0,99999.0,,,,,60079.0,25589.0,,,NCNTY36037N36037,,,,,,,,,,,
31718,36,,,Greene County,,"Greene County, NY",3603999999.0,683.0,812.0,940.0,1256.0,1490.0,,,NY,2016,,,39.0,99999.0,,,,,49221.0,29210.0,,,NCNTY36039N36039,,,,,,,,,,,
31719,36,,,Hamilton County,,"Hamilton County, NY",3604199999.0,553.0,603.0,698.0,957.0,1001.0,,,NY,2016,,,41.0,99999.0,,,,,4836.0,8694.0,,,NCNTY36041N36041,,,,,,,,,,,
31720,36,,,Herkimer County,,"Utica-Rome, NY MSA",3604399999.0,586.0,620.0,781.0,1005.0,1071.0,,,NY,2016,,,43.0,99999.0,,,,,64519.0,33381.0,,,METRO46540M46540,,,,,,,,,,,
31721,36,,,Jefferson County,,"Watertown-Fort Drum, NY MSA",3604599999.0,737.0,891.0,1192.0,1479.0,1800.0,,,NY,2016,,,45.0,99999.0,,,,,116229.0,57966.0,,,METRO48060M48060,,,,,,,,,,,
31722,36,,,Kings County,,"New York, NY HUD Metro FMR Area",3604799999.0,1423.0,1493.0,1728.0,2223.0,2447.0,,,NY,2016,,,47.0,99999.0,,,,,2504700.0,1000293.0,,,METRO35620MM5600,,,,,,,,,,,
31723,36,,,Lewis County,,"Lewis County, NY",3604999999.0,577.0,617.0,728.0,950.0,1127.0,,,NY,2016,,,49.0,99999.0,,,,,27087.0,15112.0,,,NCNTY36049N36049,,,,,,,,,,,
31724,36,,,Livingston County,,"Rochester, NY HUD Metro FMR Area",3605199999.0,611.0,746.0,917.0,1138.0,1257.0,,,NY,2016,,,51.0,99999.0,,,,,65393.0,27123.0,,,METRO40380M40380,,,,,,,,,,,
31725,36,,,Madison County,,"Syracuse, NY MSA",3605399999.0,575.0,672.0,853.0,1118.0,1216.0,,,NY,2016,,,53.0,99999.0,,,,,73442.0,31757.0,,,METRO45060M45060,,,,,,,,,,,
31726,36,,,Monroe County,,"Rochester, NY HUD Metro FMR Area",3605599999.0,611.0,746.0,917.0,1138.0,1257.0,,,NY,2016,,,55.0,99999.0,,,,,744344.0,320593.0,,,METRO40380M40380,,,,,,,,,,,
31727,36,,,Montgomery County,,"Montgomery County, NY",3605799999.0,606.0,614.0,765.0,949.0,1049.0,,,NY,2016,,,57.0,99999.0,,,,,50219.0,23063.0,,,NCNTY36057N36057,,,,,,,,,,,
31728,36,,,Nassau County,,"Nassau-Suffolk, NY HUD Metro FMR Area",3605999999.0,1088.0,1437.0,1745.0,2267.0,2550.0,,,NY,2016,,,59.0,99999.0,,,,,1339532.0,468346.0,,,METRO35620MM5380,,,,,,,,,,,
31729,36,,,New York County,,"New York, NY HUD Metro FMR Area",3606199999.0,1423.0,1493.0,1728.0,2223.0,2447.0,,,NY,2016,,,61.0,99999.0,,,,,1585873.0,847090.0,,,METRO35620MM5600,,,,,,,,,,,
31730,36,,,Niagara County,,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",3606399999.0,624.0,664.0,801.0,1018.0,1165.0,,,NY,2016,,,63.0,99999.0,,,,,216469.0,99120.0,,,METRO15380M15380,,,,,,,,,,,
31731,36,,,Oneida County,,"Utica-Rome, NY MSA",3606599999.0,586.0,620.0,781.0,1005.0,1071.0,,,NY,2016,,,65.0,99999.0,,,,,234878.0,104180.0,,,METRO46540M46540,,,,,,,,,,,
31732,36,,,Onondaga County,,"Syracuse, NY MSA",3606799999.0,575.0,672.0,853.0,1118.0,1216.0,,,NY,2016,,,67.0,99999.0,,,,,467026.0,202357.0,,,METRO45060M45060,,,,,,,,,,,
31733,36,,,Ontario County,,"Rochester, NY HUD Metro FMR Area",3606999999.0,611.0,746.0,917.0,1138.0,1257.0,,,NY,2016,,,69.0,99999.0,,,,,107931.0,48193.0,,,METRO40380M40380,,,,,,,,,,,
31734,36,,,Orange County,,"Poughkeepsie-Newburgh-Middletown, NY HUD Metro FMR Area",3607199999.0,894.0,1099.0,1349.0,1715.0,1967.0,,,NY,2016,,,71.0,99999.0,,,,,372813.0,137025.0,,,METRO35620M39100,,,,,,,,,,,
31735,36,,,Orleans County,,"Rochester, NY HUD Metro FMR Area",3607399999.0,611.0,746.0,917.0,1138.0,1257.0,,,NY,2016,,,73.0,99999.0,,,,,42883.0,18431.0,,,METRO40380M40380,,,,,,,,,,,
31736,36,,,Oswego County,,"Syracuse, NY MSA",3607599999.0,575.0,672.0,853.0,1118.0,1216.0,,,NY,2016,,,75.0,99999.0,,,,,122109.0,53598.0,,,METRO45060M45060,,,,,,,,,,,
31737,36,,,Otsego County,,"Otsego County, NY",3607799999.0,688.0,693.0,874.0,1139.0,1273.0,,,NY,2016,,,77.0,99999.0,,,,,62259.0,30777.0,,,NCNTY36077N36077,,,,,,,,,,,
31738,36,,,Putnam County,,"New York, NY HUD Metro FMR Area",3607999999.0,1423.0,1493.0,1728.0,2223.0,2447.0,,,NY,2016,,,79.0,99999.0,,,,,99710.0,38224.0,,,METRO35620MM5600,,,,,,,,,,,
31739,36,,,Queens County,,"New York, NY HUD Metro FMR Area",3608199999.0,1423.0,1493.0,1728.0,2223.0,2447.0,,,NY,2016,,,81.0,99999.0,,,,,2230722.0,835127.0,,,METRO35620MM5600,,,,,,,,,,,
31740,36,,,Rensselaer County,,"Albany-Schenectady-Troy, NY MSA",3608399999.0,730.0,876.0,1070.0,1328.0,1467.0,,,NY,2016,,,83.0,99999.0,,,,,159429.0,71475.0,,,METRO10580M10580,,,,,,,,,,,
31741,36,,,Richmond County,,"New York, NY HUD Metro FMR Area",3608599999.0,1423.0,1493.0,1728.0,2223.0,2447.0,,,NY,2016,,,85.0,99999.0,,,,,468730.0,176656.0,,,METRO35620MM5600,,,,,,,,,,,
31742,36,,,Rockland County,,"New York, NY HUD Metro FMR Area",3608799999.0,1423.0,1493.0,1728.0,2223.0,2447.0,,,NY,2016,,,87.0,99999.0,,,,,311687.0,104057.0,,,METRO35620MM5600,,,,,,,,,,,
31743,36,,,St. Lawrence County,,"St. Lawrence County, NY",3608999999.0,590.0,656.0,810.0,1058.0,1145.0,,,NY,2016,,,89.0,99999.0,,,,,111944.0,52133.0,,,NCNTY36089N36089,,,,,,,,,,,
31744,36,,,Saratoga County,,"Albany-Schenectady-Troy, NY MSA",3609199999.0,730.0,876.0,1070.0,1328.0,1467.0,,,NY,2016,,,91.0,99999.0,,,,,219607.0,98656.0,,,METRO10580M10580,,,,,,,,,,,
31745,36,,,Schenectady County,,"Albany-Schenectady-Troy, NY MSA",3609399999.0,730.0,876.0,1070.0,1328.0,1467.0,,,NY,2016,,,93.0,99999.0,,,,,154727.0,68196.0,,,METRO10580M10580,,,,,,,,,,,
31746,36,,,Schoharie County,,"Albany-Schenectady-Troy, NY MSA",3609599999.0,730.0,876.0,1070.0,1328.0,1467.0,,,NY,2016,,,95.0,99999.0,,,,,32749.0,17231.0,,,METRO10580M10580,,,,,,,,,,,
31747,36,,,Schuyler County,,"Schuyler County, NY",3609799999.0,534.0,562.0,673.0,934.0,1175.0,,,NY,2016,,,97.0,99999.0,,,,,18343.0,9455.0,,,NCNTY36097N36097,,,,,,,,,,,
31748,36,,,Seneca County,,"Seneca County, NY",3609999999.0,522.0,630.0,737.0,1044.0,1287.0,,,NY,2016,,,99.0,99999.0,,,,,35251.0,16043.0,,,NCNTY36099N36099,,,,,,,,,,,
31749,36,,,Steuben County,,"Steuben County, NY",3610199999.0,568.0,662.0,809.0,1030.0,1143.0,,,NY,2016,,,101.0,99999.0,,,,,98990.0,48875.0,,,NCNTY36101N36101,,,,,,,,,,,
31750,36,,,Suffolk County,,"Nassau-Suffolk, NY HUD Metro FMR Area",3610399999.0,1088.0,1437.0,1745.0,2267.0,2550.0,,,NY,2016,,,103.0,99999.0,,,,,1493350.0,569985.0,,,METRO35620MM5380,,,,,,,,,,,
