SQGDP2 Gross domestic product (GDP) by state 1
SQGDP2 Gross domestic product (GDP) by state 1
State or DC
GeoFIPS,GeoName,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1,2023:Q2,2023:Q3,2023:Q4,2024:Q1,2024:Q2,2024:Q3,2024:Q4,2025:Q1,2025:Q2,2025:Q3
92000,Mideast,1997807.6,2024421.1,2064773.5,2102153.0,2128770.9,2148533.3,2162938.2,2190810.3,2240952.0,2235422.0,2257435.7,2271715.6,2282275.3,2286444.7,2300976.7,2266911.7,2260993.5,2300591.6,2320639.4,2358939.5,2379135.0,2422733.3,2424067.5,2432160.9,2450234.0,2464744.4,2484359.0,2521725.1,2565533.1,2600974.5,2634291.0,2646472.1,2649653.4,2666844.4,2695197.8,2744906.6,2740161.1,2787633.5,2838139.9,2870294.3,2892402.8,2937586.9,2951964.2,2943960.4,2999630.7,3029013.9,3041465.7,3072386.2,3095310.4,3107393.4,3153322.5,3209950.7,3236316.6,3274560.1,3303726.0,3304471.6,3340861.9,3396092.2,3433526.3,3463665.2,3447289.6,3110080.2,3404256.7,3458040.5,3521075.7,3612371.7,3694110.4,3840387.7,3880824.6,3938187.1,4017734.1,4083605.9,4121294.4,4174832.9,4257483.9,4296398.5,4346373.1,4427466.1,4487839.7,4536829.5,4578482.5,4654404.5,4759770.7
93000,Great Lakes,1706179.9,1719647.7,1737548.3,1743367.3,1765693.0,1782458.7,1790638.0,1806526.7,1829328.3,1851483.6,1865907.0,1867175.2,1847086.3,1848561.8,1840525.8,1802073.1,1767800.4,1761409.7,1772229.2,1801003.4,1802288.4,1839938.2,1875438.3,1889735.1,1902122.8,1924292.1,1944979.1,1981441.9,2006239.2,2027577.2,2034296.8,2028865.5,2076428.4,2074275.9,2100291.2,2132734.7,2133421.2,2184806.3,2223219.1,2230275.0,2244346.3,2271752.7,2289738.0,2294761.8,2293099.3,2322191.2,2333726.7,2359782.0,2366504.7,2383598.1,2402908.9,2429381.6,2471030.3,2490216.9,2510211.3,2527140.3,2535623.6,2568399.0,2603834.9,2616047.3,2567926.8,2313965.2,2566140.6,2599354.7,2658554.7,2746377.0,2797741.4,2892299.0,2954941.3,3024646.2,3073754.4,3134549.8,3190715.3,3226948.7,3288149.4,3317029.4,3337845.2,3378923.3,3408354.3,3435542.8,3448382.7,3508363.4,3589314.5
94000,Plains,721991.7,728475.6,739594.8,740198.2,753212.6,767307.8,763561.4,771858.4,789091.0,805909.0,811171.0,822613.9,831027.6,838686.6,838877.3,828117.8,815315.6,811623.2,818020.8,831679.1,831881.4,845843.4,858670.0,873540.0,878363.7,894772.9,902190.3,917022.9,939257.5,948349.4,947182.9,952152.4,972624.2,974157.4,988675.5,995408.0,996859.7,1026939.2,1042147.8,1047124.0,1049922.9,1058939.7,1067828.7,1069246.5,1063393.2,1072862.8,1086677.1,1094412.2,1103138.8,1105857.8,1106885.2,1122297.0,1141400.9,1152475.6,1159793.8,1164625.2,1164065.1,1180489.0,1199651.2,1212907.6,1200123.4,1104201.2,1201270.7,1226939.4,1259180.6,1315075.9,1331811.6,1362033.7,1408754.8,1452063.5,1483819.6,1499214.9,1527641.6,1536590.8,1565037.3,1581061.3,1586620.9,1606774.0,1623000.2,1637282.9,1643128.3,1667922.2,1703557.6
95000,Southeast,2467182.5,2497763.0,2542565.7,2577657.2,2633843.2,2667584.6,2682808.0,2708824.2,2715780.7,2741871.5,2763808.8,2783322.2,2770049.1,2795522.2,2796151.4,2738834.6,2696583.2,2679537.3,2690853.7,2730191.6,2734645.5,2776174.7,2811714.7,2838231.5,2820467.3,2855665.7,2873553.2,2903976.3,2946924.0,2967022.1,2985513.2,2982862.7,3052000.0,3048902.2,3094653.6,3128296.2,3131777.2,3193839.5,3243953.7,3268821.7,3305019.1,3360624.1,3399821.2,3412766.9,3432852.2,3474366.0,3512737.7,3557929.0,3598795.1,3619507.1,3659267.5,3727874.4,3779198.9,3824202.8,3863909.2,3894316.5,3947121.2,3995311.7,4061014.9,4104163.9,4062161.8,3705976.7,4085131.9,4144313.1,4291540.8,4444848.1,4560220.2,4746585.8,4836982.9,4990350.5,5116373.7,5243030.7,5357595.3,5418179.3,5531721.3,5618180.8,5671019.0,5749199.6,5829042.3,5898756.2,5945790.9,6036994.5,6167032.0
96000,Southwest,1220402.4,1233291.1,1265484.2,1299401.1,1353639.0,1373754.1,1393217.7,1413424.4,1440068.0,1484231.3,1501687.4,1526834.7,1531749.5,1576715.7,1574521.1,1513234.5,1446180.5,1415201.5,1422318.1,1451738.8,1486100.7,1499115.7,1524692.1,1557764.1,1583829.1,1632624.6,1646840.9,1681518.6,1707856.7,1716241.5,1726103.4,1762789.9,1795820.9,1818921.6,1853893.7,1868592.7,1876829.7,1920146.7,1946861.7,1929182.1,1907292.6,1901403.2,1904647.7,1898514.0,1865269.7,1893973.8,1912492.5,1930454.5,1963296.2,1982273.5,2014504.9,2071281.8,2125065.7,2168163.5,2198027.5,2216387.3,2214219.3,2242160.2,2273438.3,2286448.9,2219085.1,2015843.0,2211979.3,2281945.6,2384718.2,2507698.1,2605407.8,2756939.8,2866316.0,3009938.2,3065577.9,3087436.1,3152750.0,3159343.5,3234583.4,3279599.9,3291608.1,3357521.1,3401105.7,3436675.6,3453239.9,3494988.8,3567623.3
97000,Rocky Mountain,355708.2,361743.3,370034.9,375732.1,387258.4,392631.2,400583.1,405041.5,414763.1,425471.1,430680.3,440759.3,438715.6,451039.1,451064.5,434841.9,427683.8,417232.3,419441.0,423606.0,429540.8,430209.2,437886.7,448661.3,449749.2,456970.1,459662.9,463885.4,467738.0,469629.1,469705.1,475281.7,488912.6,492260.6,501513.6,506069.7,512298.2,522566.5,530219.2,535486.9,535328.2,541342.5,543727.1,545053.1,543033.6,551089.1,562227.8,572398.3,579026.7,586237.6,597378.2,611643.7,630131.5,636158.7,641646.4,649665.4,664196.1,674421.6,691134.9,695711.6,689952.7,634275.5,693988.0,710823.6,738196.8,764712.9,785978.1,824233.5,851632.3,876053.1,894452.4,909085.3,924849.8,934604.1,954955.9,964885.2,966577.1,986148.9,998222.5,1009713.2,1017838.9,1029993.0,1050378.0
98000,Far West,1987689.8,2024313.4,2063089.7,2098583.1,2153416.1,2170526.3,2198013.3,2226913.6,2232572.7,2279202.7,2324512.4,2367551.3,2330460.0,2374617.0,2386035.7,2305659.3,2284458.0,2245510.1,2236231.7,2261662.2,2283872.5,2313002.8,2343442.8,2398556.3,2397501.8,2427770.7,2436210.7,2464974.4,2508364.2,2537294.8,2568352.3,2600474.4,2622236.3,2650036.8,2697759.1,2768513.7,2749595.0,2798425.5,2861399.9,2875370.0,2945835.4,2993828.3,3013762.8,3021928.9,3067866.9,3086268.1,3136508.4,3179742.0,3235356.4,3290605.7,3358933.6,3427934.7,3465467.9,3519211.6,3570949.3,3594832.1,3659356.6,3726310.9,3791566.0,3842407.3,3804572.3,3464027.6,3801808.0,3881508.8,4007525.8,4146316.1,4244635.9,4387650.1,4405892.9,4478468.2,4538218.6,4592437.9,4662343.0,4744132.4,4829765.9,4890031.2,4959617.1,5026492.3,5092463.9,5150782.9,5177175.6,5258588.1,5362019.4

Legend/Footnotes
"1. For levels: millions of dollars, seasonally adjusted at annual rates; for annualized percent change and compound growth rate: seasonally adjusted at annual rates. Industry detail is based on the 2017 North American Industry Classification System (NAICS). Calculations are performed on unrounded data."
"* For the all industry total, government and government enterprises, federal civilian, and military, the difference between the United States and sum-of-states reflects overseas activity, economic activity taking place outside the borders of the United States by the military and associated federal civilian support staff."
"  Last updated: January 23, 2026-- new statistics for 2025:Q3."
